Name,OfficialName,Registry,CountryofOperator,Operator,Users,Purpose,DetailedPurpose,ClassofOrbit,TypeofOrbit,DateofLaunch,ExpectedLifetime
MMS-3 (Magnetospheric Multiscale Mission),MMS-3,USA,USA,National Aeronautics and Space Administration (NASA),Government,Space Science,,Elliptical,,3/13/2015,3
MMS-4 (Magnetospheric Multiscale Mission),MMS-4,USA,USA,National Aeronautics and Space Administration (NASA),Government,Space Science,,Elliptical,,3/13/2015,3
Mohammed VI-A ,Mohammed VI-A,NR,Morocco,Kingdom of Morocco,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,11/8/2017,
Mohammed VI-B ,Mohammed VI-B,NR,Morocco,Kingdom of Morocco,Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,11/21/2018,
MOST (Microvariability & Oscillations of STars),Microvariability & Oscillations of Stars (MOST),Canada,Canada,Canadian Space Agency,Government,Space Science,,LEO,Sun-Synchronous,6/30/2003,1
MOVE II (Munich Orbital Verification Experiment II),MOVE II,Germany,Germany,Technical University of Munich,Government/Civil,Technology Development,,LEO,Sun-Synchronous,12/3/2018,
MOVE IIb (Munich Orbital Verification Experiment ,MOVE Iib,NR,Germany,Technical University of Munich,Government/Civil,Technology Development,,LEO,Sun-Synchronous,7/5/2019,
Mozhayets 4 (RS-22),Mozhayets 4,Russia,Russia,Mozhaisky Space Engineering Academy,Government/Civil,Technology Development,,LEO,Sun-Synchronous,9/27/2003,
MP6,MP6,Lithuania,Lithuania,NanoAvionics,Commercial,Technology Development,,LEO,Sun-Synchronous,4/1/2019,
MSAT 1,MSAT 1,Canada,USA/Canada,Mobile Satellite Ventures,Commercial,Communications,,GEO,,4/20/1996,12
"MSAT 2 (AMSC-1, ACTel-1)",MSAT 2,USA,USA/Canada,Mobile Satellite Ventures,Commercial,Communications,,GEO,,4/7/1995,10
MTI (Multispectral Thermal Imager),Multispectral Thermal Imager (MTI),USA,USA,US Department of Energy/Office of Nonproliferation and National Security,Government/Military,Technology Development,,LEO,Sun-Synchronous,3/12/2000,3
MTSAT-2 (Multi-Functional Transport Satellite),MTSAT-2,Japan,Japan,Japan Meteorological Agency/Meteorological Satellite Center (MSC),Government,Earth Observation,Meteorology,GEO,,2/18/2006,5
MUOS-1 (Mobile User Objective System 1),MUOS-1,USA,USA,DoD/US Navy,Military,Communications,,GEO,,2/24/2012,12
MUOS-2 (Mobile User Objective System 2),MUOS-2,USA,USA,DoD/US Navy,Military,Communications,,GEO,,7/19/2013,12
MUOS-3 (Mobile User Objective System 3),MUOS-3,USA,USA,DoD/US Navy,Military,Communications,,GEO,,1/21/2015,
MUOS-4 (Mobile User Objective System 4),MUOS-4,USA,USA,DoD/US Navy,Military,Communications,,GEO,,9/2/2015,
MUOS-5 (Mobile User Objective System 5),MUOS-5,USA,USA,DoD/US Navy,Military,Communications,,GEO,,6/24/2016,
NanoACE,NanoACE,USA,USA,"Tyvak Nanosatellite Systems, Inc.",Commercial,Technology Development,,LEO,Sun-Synchronous,7/14/2017,
Nanosat-1,Nanosat-1,Spain,Spain,Instituto Nacional de Técnia Aeroespacial (INTA),Government,Communications,,LEO,Sun-Synchronous,12/18/2004,
Nanosat-1B,Nanosat-1B,NR,Spain,Instituto Nacional de Técnia Aeroespacial (INTA),Government,Communications/Technology Development,,LEO,Sun-Synchronous,7/29/2009,
NAPA-1 (Royal Thai Air Force Sat-1),NAPA-1,NR (12/20),Thailand,Thai Air Force,Military,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,9/2/2020,
NARSSCUBE-1 (National Authority for Remote Sensing and Space Sciences),NARSSCUBE-1,NR (12/20),Egypt,National Authority for Remote Sensing and Space Sciences,Government,Technology Development,,LEO,Non-Polar Inclined,11/20/2019,1
NARSSCUBE-2 (National Authority for Remote Sensing and Space Sciences),NARSSCUBE-2,NR (12/20),Egypt,National Authority for Remote Sensing and Space Sciences,Government,Technology Development,,LEO,Non-Polar Inclined,7/25/2019,1
"Navstar GPS IIF-1 (Navstar SVN 62, PRN 25, USA 213)",USA 213,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,5/28/2010,12
"Navstar GPS IIF-10 (Navstar SVN 72, PRN 8, USA 262)",USA 262,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,7/15/2015,12
"Navstar GPS IIF-11 (Navstar SVN 73, PRN 10, USA 265)",USA 265,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,10/31/2015,12
"Navstar GPS IIF-12 (Navstar SVN 70, PRN 32, USA 266)",USA 266,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,2/5/2016,12
"Navstar GPS IIF-2 (Navstar SVN 63, PRN 01, USA 232)",USA 232,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,7/16/2011,12
"Navstar GPS IIF-3 (Navstar SVN 65, PRN 24, USA 239)",USA 239,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,10/4/2012,10
"Navstar GPS IIF-4 (Navstar SVN 66, PRN 27, USA 242)",USA 242,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,5/15/2013,10
"Navstar GPS IIF-5 (Navstar SVN 64, PRN 30, USA 248)",USA 248,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,2/21/2014,10
"Navstar GPS IIF-6 (Navstar SVN 67, PRN 06, USA 251)",USA 251,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,5/17/2014,10
"Navstar GPS IIF-7 (Navstar SVN 68, PRN 09, USA 256)",USA 256,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,8/2/2014,10
"Navstar GPS IIF-8 (Navstar SVN 69, PRN 03, USA 258)",USA 258,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,10/29/2014,10
"Navstar GPS IIF-9 (Navstar SVN 71, PRN 26, USA 260)",USA 260,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,3/25/2015,12
"Navstar GPS III-1 (Navstar SVN 74, PRN 04, USA 289)",USA 289,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,12/23/2018,15
"Navstar GPS III-2 (Navstar SVN 75, PRN 18, USA 293)",USA 293,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,8/22/2019,15
"Navstar GPS III-3 (Navstar SVN 76, PRN 23, USA 304)",USA 304,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,6/30/2020,15
"Navstar GPS III-4 (Navstar SVN 77, PRN 14, USA 309)",USA 309,NR (12/20),USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,11/5/2020,15
"Navstar GPS IIR-10 (Navstar SVN 47, PRN 22, USA 175)",USA 175,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,12/21/2003,10
"Navstar GPS IIR-11 (Navstar SVN 59, PRN 19, USA 177)",USA 177,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,3/20/2004,10
"Navstar GPS IIR-13 (Navstar SVN 61, PRN 02, USA 180)",USA 180,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,11/6/2004,10
"Navstar GPS IIR-2 (Navstar SVN 43, PRN 13, USA 132)",USA 132,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,7/23/1997,10
"Navstar GPS IIR-3 (Navstar SVN 46, PRN 11, USA 145)",USA 145,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,10/7/1999,10
"Navstar GPS IIR-4 (Navstar SVN 51, PRN 20, USA 150)",USA 150,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,5/11/2000,10
"Navstar GPS IIR-5 (Navstar SVN 44, PRN 28, USA 151)",USA 151,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,7/16/2000,10
"Navstar GPS IIR-6 (Navstar SVN 41, PRN 14, USA 154)",USA 154,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,11/10/2000,10
"Navstar GPS IIR-7 (Navstar SVN 54, PRN 18, USA 156)",USA 156,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,1/30/2001,10
"Navstar GPS IIR-8 (Navstar SVN 56, PRN 16, USA 166)",USA 166,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,1/29/2003,10
"Navstar GPS IIR-9 (Navstar SVN 45, PRN 21, USA 168)",USA 168,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,3/31/2003,10
"Navstar GPS IIR-M-1 (Navstar SVN 53, PRN 17, USA 183)",USA 183,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,9/26/2005,10
"Navstar GPS IIR-M-2 (Navstar SVN 52, PRN 31, USA 190)",USA 190,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,9/25/2006,10
"Navstar GPS IIR-M-3 (Navstar SVN 58, PRN 12, USA 192)",USA 192,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,11/17/2006,10
"Navstar GPS IIR-M-4 (Navstar SVN 55, PRN 15, USA 196)",USA 196,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,10/17/2007,10
"Navstar GPS IIR-M-5 (Navstar SVN 57, PRN 29, USA 199)",USA 199,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,12/20/2007,10
"Navstar GPS IIR-M-6 (Navstar SVN 48, PRN 07, USA 201)",USA 201,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,3/15/2008,10
"Navstar GPS IIR-M-8 (Navstar SVN 50, PRN 05, USA 206)",USA 206,USA,USA,DoD/US Air Force,Military/Commercial,Navigation/Global Positioning,,MEO,Non-Polar Inclined,8/17/2009,10
Naxing 2,Naxing 2,NR,China,Tsinghua University,Civil,Technology Development,,LEO,Sun-Synchronous,9/19/2015,
"Nayif-1 (Emirates Oscar 88, EO88)",Nayif-1,United Arab Emirates,United Arab Emirates,Mohammed bin Rashid Space Centre/American University of Sharjah,Civil,Communications/Technology Development,,LEO,Sun-Synchronous,2/15/2017,
NEMO-HD ,NEMO-HD,NR (12/20),Slovenia,Center of Excellence for Space Sciences and Technologies (SPACE-SI),Civil,Earth Observation,Optical/Video Imaging,LEO,Sun-Synchronous,9/2/2020,
NEOSSat (Near Earth Object Surveillance Satellite),NEOSSat,NR,Canada,Canadian Space Agency,Government,Space Observation,,LEO,Sun-Synchronous,2/25/2013,
NepaliSat-1,NepaliSat-1,NR (12/20),Nepal,National Academy of Science and Technology (NAST),Government,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,6/17/2019,
Netsat-1,Netsat-1,NR (12/20),Germany,Würzburg Center for Telematics,Commercial,Technology Demonstration,,LEO,Sun-Synchronous,9/28/2020,
Netsat-2,Netsat-2,NR (12/20),Germany,Würzburg Center for Telematics,Commercial,Technology Demonstration,,LEO,Sun-Synchronous,9/28/2020,
Netsat-3,Netsat-3,NR (12/20),Germany,Würzburg Center for Telematics,Commercial,Technology Demonstration,,LEO,Sun-Synchronous,9/28/2020,
Netsat-4,Netsat-4,NR (12/20),Germany,Würzburg Center for Telematics,Commercial,Technology Demonstration,,LEO,Sun-Synchronous,9/28/2020,
NextSat-1,NextSat-1,NR (12/20),South Korea,Korea Advanced Institute of Science and Technology (KAIST),Government,Space Science,,LEO,Sun-Synchronous,12/3/2018,
Nexus (Fuji-Oscar-99),Nexus,NR (12/20),Japan,Nihon University,Civil,Communications,Amateur Radio,LEO,Sun-Synchronous,1/18/2019,
NigComSat-1R,NigComSat-1R,China,Nigeria,NigComSat,Commercial,Communications,,GEO,,12/17/2011,15
NigeriaSat-2,NigeriaSat-2,Nigeria,Nigeria,National Space Research and Development Agency (NASRDA),Government,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,8/17/2011,7
Nigeriasat-X,Nigeriasat-X,Nigeria,Nigeria,National Space Research and Development Agency (NASRDA),Government,Earth Observation/Technology Development,Optical Imaging,LEO,Sun-Synchronous,8/17/2011,
Nilesat 201,Nilesat 201,NR,Egypt,Egyptian Radio and TV Union ,Government,Communications,,GEO,,8/4/2010,15
Nimiq 2,Nimiq 2,Canada,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,,GEO,,12/29/2002,12
Nimiq 4,Nimiq 4,Canada,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,,GEO,,9/19/2008,15
Nimiq 5,Nimiq 5,Canada,Canada,Echostar Corporation (entire payload leased from Telesat Canada Ltd.),Commercial,Communications,,GEO,,9/17/2009,15
Nimiq 6,Nimiq 6,Canada,Canada,"Telesat Canada Ltd. (BCE, Inc.)",Commercial,Communications,,GEO,,5/18/2012,15
Ningxia-1 01,Ningxia-1 01,NR (12/20),China,Ningxia Jingui Information Technology Co. Ltd.,Commercial,Earth Observation,,LEO,Non-Polar Inclined,11/13/2019,
Ningxia-1 02,Ningxia-1 02,NR (12/20),China,Ningxia Jingui Information Technology Co. Ltd.,Commercial,Earth Observation,,LEO,Non-Polar Inclined,11/13/2019,
Ningxia-1 03,Ningxia-1 03,NR (12/20),China,Ningxia Jingui Information Technology Co. Ltd.,Commercial,Earth Observation,,LEO,Non-Polar Inclined,11/13/2019,
Ningxia-1 04,Ningxia-1 04,NR (12/20),China,Ningxia Jingui Information Technology Co. Ltd.,Commercial,Earth Observation,,LEO,Non-Polar Inclined,11/13/2019,
Ningxia-1 05,Ningxia-1 05,NR (12/20),China,Ningxia Jingui Information Technology Co. Ltd.,Commercial,Earth Observation,,LEO,Non-Polar Inclined,11/13/2019,
NIUSat (Noorul Islam University Satellite),NIUSat,India,India,Noorul Islam University,Civil,Technology Development,,LEO,Sun-Synchronous,6/22/2017,2
NOAA-15 (NOAA-K),NOAA-15,USA,USA,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Government,Earth Observation,Earth Science/Meterology,LEO,Sun-Synchronous,5/13/1998,3
"NOAA-18 (NOAA-N, COSPAS-SARSAT)",NOAA-18,USA,USA,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Government,Earth Observation,Meteorology,LEO,Sun-Synchronous,5/20/2005,3
"NOAA-19 (NOAA-N Prime, COSPAS-SARSAT)",NOAA-19,USA,USA,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Government,Earth Observation,Meteorology,LEO,Sun-Synchronous,2/6/2009,3
NOAA-20 (JPSS-1),NOAA-20,USA,USA,National Oceanographic and Atmospheric Administration (NOAA) (part of international program),Government,Earth Observation,Meteorology,LEO,Sun-Synchronous,11/18/2017,7
NOOR,NOOR,NR (12/20),Iran,Revolutionary Guard Corps,Military,Earth Observation,,LEO,Non-Polar Inclined,4/21/2020,
NOOR-1A,NOOR-1A,USA,USA,Stara Space,Commercial,Technology Development,,LEO,Sun-Synchronous,12/6/2019,
Norbi,Norbi,NR (12/20),Russia,Novosibirsk State University,Civil,Space Science,,LEO,Sun-Synchronous,9/28/2020,
NorSat-1,NorSat-1,Norway,Norway,Norwegian Space Center,Government,Earth Science/Earth Observation,Automatic Identification System (AIS),LEO,Sun-Synchronous,7/14/2017,
NorSat-2,NorSat-2,Norway,Norway,Norwegian Space Center,Government,Earth Observation,Automatic Identification System (AIS),LEO,Sun-Synchronous,7/14/2017,
NovaSAR-1,NovaSAR-1,United Kingdom,United Kingdom,UK Government/Surrey Satellite Technologies,Government/Commercial,Earth Observation,Radar Imaging,LEO,Sun-Synchronous,9/16/2018,7
NPP (National Polar-orbiting Operational Environmental Satellite System [NPOESS]),NPP,USA,USA,National Oceanographic and Atmospheric Administration (NOAA)/NASA,Government,Earth Observation,Meteorology,LEO,Sun-Synchronous,10/28/2011,
NPSat-1 (Naval Postgraduate Satellite 1),NPSat-1,USA,USA,USAF Space Test Office,Civil/Military,Technology Development,,LEO,Sun-Synchronous,6/25/2019,
NROL RASR Smallsat-2 (USA 301),USA 301,USA,USA,National Reconnaissance Office (NRO),Military,Unknown,,LEO,Sun-Synchronous,6/13/2020,
NROL RASR Smallsat-3 (USA 302),USA 302,USA,USA,National Reconnaissance Office (NRO),Military,Unknown,,LEO,Sun-Synchronous,6/13/2020,
NROL RASR Smallsat-4 (USA 303),USA 303,USA,USA,National Reconnaissance Office (NRO),Military,Unknown,,LEO,Sun-Synchronous,6/13/2020,
NROL-129 (USA 305),USA 305,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,7/15/2020,
NROL-129 (USA 306),USA 306,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,7/15/2020,
NROL-129 (USA 307),USA 307,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,7/15/2020,
NROL-129 (USA 308),USA 308,USA,USA,National Reconnaissance Office (NRO),Military,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,7/15/2020,
NROL-151 (USA 294),USA 294,USA,USA,National Reconnaissance Office (NRO),Military,Technology Development,,LEO,Polar,1/31/2020,
NROL-76 (USA 276),USA 276,USA,USA,National Reconnaissance Office (NRO),Military,Technology Development,,LEO,Non-Polar Inclined,5/1/2017,
NSLSat-1,NSLSat-1,United Kingdom,Israel,NSLComm,Commercial,Technology Development,,LEO,Sun-Synchronous,7/5/2019,
"NSS-10 (Star One C-12, AMC-12, Americom 12, Worldsat 2)",NSS-10,USA,Netherlands,SES S.A.,Commercial,Communications,,GEO,,2/3/2005,16
"NSS-11 (Worldsat-1, AAP-1, GE-1A)",NSS-11,USA,Netherlands,SES S.A.,Commercial,Communications,,GEO,,10/2/2000,15
NSS-12,NSS-12,United Kingdom,Netherlands,SES S.A.,Commercial,Communications,,GEO,,10/29/2009,15
NSS-5 (Intelsat 803),NSS-5,NR,Netherlands,SES S.A.,Commercial,Communications,,GEO,,9/23/1997,14
NSS-6,NSS-6,NR,Netherlands,SES S.A.,Commercial,Communications,,GEO,,12/17/2002,
NSS-7,NSS-7,NR,Netherlands,SES S.A.,Commercial,Communications,,GEO,,4/16/2002,14
NSS-9,NSS-9,United Kingdom,Netherlands,SES S.A.,Commercial,Communications,,GEO,,2/11/2009,15
"NUDTSat (National University of Defense Satellite, QB50-CN06/BE06)",NUDTSat,Belgium,China,National University of Defense Technology,Military,Earth Science,,LEO,Sun-Synchronous,6/23/2017,
Nusantara Satu,Nusantara Satu (PSN-6),NR,Indonesia,PT Pasifik Satelit Nusantara,Commercial,Communications,,GEO,,2/21/2019,15
ÑuSat-1 (Fresco),ÑuSat-1,Uruguay,Argentina,Satellogic S.A.,Commercial,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,5/29/2016,
ÑuSat-10 (Caroline),ÑuSat-10,NR (12/20),Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,Sun-Synchronous,11/6/2020,
ÑuSat-11 (Cora),ÑuSat-11,NR (12/20),Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,Sun-Synchronous,11/6/2020,
ÑuSat-12 (Dorothy),ÑuSat-12,NR (12/20),Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,Sun-Synchronous,11/6/2020,
ÑuSat-13 (Emmy),ÑuSat-13,NR (12/20),Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,Sun-Synchronous,11/6/2020,
ÑuSat-14 (Hedy),ÑuSat-14,NR (12/20),Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,Sun-Synchronous,11/6/2020,
ÑuSat-15 (Katherine),ÑuSat-15,NR (12/20),Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,Sun-Synchronous,11/6/2020,
ÑuSat-16 (Lise),ÑuSat-16,NR (12/20),Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,Sun-Synchronous,11/6/2020,
ÑuSat-17 (Mary),ÑuSat-17,NR (12/20),Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,Sun-Synchronous,11/6/2020,
ÑuSat-18 (Vera),ÑuSat-18,NR (12/20),Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,Sun-Synchronous,11/6/2020,
ÑuSat-2 (Batata),ÑuSat-2,Uruguay,Argentina,Satellogic S.A.,Commercial,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,5/29/2016,
ÑuSat-3 (Milanesat),ÑuSat-3,Uruguay,Argentina,Satellogic S.A.,Commercial,Earth Observation,Optical Imaging,LEO,Non-Polar Inclined,6/15/2017,
ÑuSat-4 (Ada),ÑuSat-4,Uruguay,Argentina,Satellogic S.A.,Commercial,Earth Observation,Hyperspectral Imaging,LEO,Sun-Synchronous,2/2/2018,
ÑuSat-5 (Maryam),ÑuSat-5,Uruguay,Argentina,Satellogic S.A.,Commercial,Earth Observation,Hyperspectral Imaging,LEO,Sun-Synchronous,2/2/2018,
ÑuSat-6 (Hypatia),ÑuSat-6,Uruguay,Argentina,Satellogic S.A.,Commercial,Earth Observation,Optical Imaging,LEO,Sun-Synchronous,9/2/2020,
ÑuSat-7 (Sophie),ÑuSat 7,NR (12/20),Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,Sun-Synchronous,1/15/2020,
ÑuSat-8 (Marie),ÑuSat 8,NR (12/20),Argentina,Satellogic S.A.,Commercial,Earth Observation,,LEO,Sun-Synchronous,1/15/2020,
